"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
1734.03015679801,1360.61519779727,2107.44511579874,1162.94125908446,2305.11905451155
1674.56044280949,1114.806914591,2234.31397102797,818.491295828855,2530.62958979012
1605.40572938411,958.978199919531,2251.83325884869,616.780136447181,2594.03132232104
1693.49558277963,1010.03855867635,2376.95260688292,648.238264823715,2738.75290073555
1670.66161560319,976.438106223203,2364.88512498317,608.938379341868,2732.38485186451
1588.63521865324,893.750286770226,2283.52015053625,525.900423965903,2651.37001334058
1489.75060097057,793.26836180337,2186.23284013776,424.572935599435,2554.9282663417
1473.42817569295,768.74224109252,2178.11411029338,395.704040853428,2551.15231053247
1370.51656547145,650.362746606965,2090.67038433594,269.136343050543,2471.89678789236
1307.56823712958,567.36582716321,2047.77064709596,175.52634056545,2439.61013369372
1341.1154174247,580.097683262013,2102.13315158738,177.23922964033,2504.99160520906
1246.00103125408,466.649680370888,2025.35238213728,54.0859963061262,2437.91606620204
