"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
968.563019341589,694.42758524174,1242.69845344144,549.309052378791,1387.81698630439
1009.13457832146,575.534374258116,1442.73478238481,346.000291335332,1672.2688653076
922.460896747024,366.089720238305,1478.83207325574,71.5646103148287,1773.35718317922
1050.60994016952,407.262011648333,1693.9578686907,66.6941904399074,2034.52568989913
1038.65665794027,340.48876551912,1736.82455036143,-29.0989916158135,2106.41230749636
993.795076215893,266.20806280983,1721.38208962196,-118.95323624779,2106.54338867958
1010.00745286913,270.154309971449,1749.86059576682,-121.500285808558,2141.51519154682
1018.43320819599,275.512875631543,1761.35354076043,-117.76539227941,2154.63180867139
981.575376693043,238.58240856427,1724.56834482182,-154.734310291792,2117.88506367788
990.464696574611,246.711356832904,1734.21803631632,-147.007878440862,2127.93727159008
995.876068033761,249.427256831649,1742.32487923587,-145.718874840944,2137.47101090847
1051.66344296019,301.003839559472,1802.32304636092,-96.371350855781,2199.69823677617
