"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
802.127497349361,620.067147866719,984.187846832003,523.690220541762,1080.56477415696
834.01718846581,584.758327312477,1083.27604961914,452.808656696434,1215.22572023518
809.453334403229,519.09245782326,1099.8142109832,365.384694547619,1253.52197425884
837.128157829405,522.328347614314,1151.9279680445,355.683394348954,1318.57292130986
804.54270290324,476.717256753148,1132.36814905333,303.176948340792,1305.90845746569
758.801131769877,425.297389330007,1092.30487420975,248.751172435082,1268.85109110467
778.335451612085,443.1904868999,1113.48041632427,265.775459414901,1290.89544380927
713.594760342094,378.339926753097,1048.84959393109,200.866738197959,1226.32278248623
719.72840394374,384.280279308679,1055.1765285788,206.704768654567,1232.75203923291
650.286662804723,313.806267577457,986.767058031988,135.68430588045,1164.889019729
637.956363312307,299.526292872201,976.386433752413,120.372235461716,1155.5404911629
649.342677026094,308.37053597284,990.314818079349,127.870787666811,1170.81456638538
