"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
866.662797472398,757.507463669426,975.81813127537,699.72412038268,1033.60147456212
871.67441745872,714.758231425881,1028.59060349156,631.691820203605,1111.65701471384
825.529369878104,635.720624587557,1015.33811516865,535.241944290107,1115.8167954661
879.232232379924,666.866644568236,1091.59782019161,554.447093133726,1204.01737162612
886.656362439362,659.376667466698,1113.93605741203,539.062064605259,1234.25066027347
958.815852762953,722.14396504438,1195.48774048153,596.857435674689,1320.77426985122
921.446798767148,679.194349319371,1163.69924821493,550.953649018247,1291.93994851605
1024.07613954913,778.730028232535,1269.42225086572,648.851642263192,1399.30063683506
1108.06128819944,861.140619952454,1354.98195644642,730.428713893313,1485.69386250556
1128.6607944635,881.023544039473,1376.29804488753,749.932302289747,1507.38928663726
1048.73806203261,800.823333318999,1296.65279074623,669.585203435609,1427.89092062962
1104.69825486629,856.70191611628,1352.69459361631,725.42058448924,1483.97592524335
