"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
495.720504349993,292.050811203284,699.390197496702,184.234588338304,807.206420361682
563.208352328684,236.729918619677,889.686786037691,63.9026755206041,1062.51402913676
639.096055687643,228.121981070347,1050.07013030494,10.5654475671035,1267.62666380818
704.835432819426,236.312099420831,1173.35876621802,-11.7091714452241,1421.38003708408
763.569180742899,255.699512145977,1271.43884933982,-13.1504504076876,1540.28881189349
813.998873313488,279.006335082294,1348.99141154468,-4.20160735559568,1632.19935398257
860.429577414012,306.579697722979,1414.27945710505,13.3892817120072,1707.46987311602
897.41066374636,330.440726414939,1464.38060107778,30.3049714254342,1764.51635606729
930.310885828125,354.124951416919,1506.49682023933,49.1105422706505,1811.5112293856
958.811146173661,376.111096999418,1541.5111953479,67.6483237975621,1849.97396854976
979.33043386267,392.006740739802,1566.65412698554,81.0963582804692,1877.56450944487
1000.22328199191,409.608376131279,1590.83818785254,96.9557308907342,1903.49083309308
1017.18788242307,424.225563430624,1610.15020141552,110.330272740644,1924.0454921055
1029.67747539183,435.038566530145,1624.31638425351,120.255742775222,1939.09920800844
1042.60352028114,446.411827928785,1638.79521263349,130.807010246811,1954.40003031546
1054.39011666637,456.954932353769,1651.82530097896,140.691849790824,1968.08838354191
1064.84808583989,466.475690842649,1663.22048083712,149.716478912171,1979.9796927676
1073.74708108087,474.687244260033,1672.80691790171,157.564122610268,1989.93003955148
1081.35254420141,481.79474446338,1680.91034393944,164.408017168471,1998.29707123435
1087.81065277734,487.894239234222,1687.72706632045,170.317673258191,2005.30363229648
1093.3775420589,493.203567367912,1693.55151674988,175.490656756157,2011.26442736164
1098.02582579736,497.667622365647,1698.38402922908,179.857186949578,2016.19446464515
1102.00004905748,501.509949401364,1702.49014871359,183.629692341705,2020.37040577325
1105.3801254094,504.795552448707,1705.96469837009,186.865284242551,2023.89496657625
1108.14890595182,507.496648316059,1708.80116358759,189.530550007254,2026.76726189639
1110.58305807636,509.882302061333,1711.28381409139,191.890530261362,2029.27558589136
1112.62513812785,511.88962891826,1713.36064733744,193.879459888382,2031.37081636732
1114.30565226503,513.545238445008,1715.06606608505,195.521885710735,2033.08941881932
1115.7888019339,515.009491918924,1716.56811194888,196.97613614328,2034.60146772452
1117.06594853704,516.272728437445,1717.85916863663,198.232009107805,2035.89988796627
1118.159409835,517.356093189826,1718.96272648017,199.31002907181,2037.00879059818
1119.08644989237,518.275853337411,1719.89704644734,200.225935467939,2037.94696431681
1119.87290727753,519.057078302396,1720.68873625266,201.004390557003,2038.74142399805
1120.53923145209,519.719647379196,1721.35881552499,201.664971805122,2039.41349109906
1121.10597037803,520.2836933759,1721.92824738016,202.2275922512,2039.98434850486
1121.58397337464,520.759767900641,1722.40817884863,202.702645904601,2040.46530084467
1121.98959269365,521.1640056555,1722.8151797318,203.106152303575,2040.87303308373
1122.33335045536,521.506773474104,1723.15992743662,203.448396077953,2041.21830483277
1122.62198194645,521.794695569446,1723.44926832345,203.735942641871,2041.50802125103
1122.86863680507,522.040842051204,1723.69643155894,203.981820005173,2041.75545360497
1123.07696716293,522.24880808147,1723.9051262444,204.18959317206,2041.96434115381
1123.2520884907,522.423668311717,1724.08050866968,204.364315185629,2042.13986179577
1123.40189471983,522.573284695989,1724.23050474366,204.513831072107,2042.28995836755
1123.52926609692,522.700519075814,1724.35801311802,204.64099292996,2042.41753926387
1123.63740784352,522.808562316598,1724.46625337044,204.748984024914,2042.52583166212
1123.72899596837,522.900079734098,1724.55791220265,204.840464012202,2042.61752792454
1123.8065687409,522.97760179479,1724.63553568701,204.917959227668,2042.69517825413
1123.8722535547,523.043250252052,1724.70125685734,204.983588438945,2042.76091867045
1123.92793030678,523.098900944201,1724.75695966935,205.039225335799,2042.81663527775
1123.97501529241,523.145967259029,1724.80406332579,205.086281766901,2042.86374881792
1124.01489907827,523.185837666073,1724.84396049047,205.126145091625,2042.90365306492
1124.04867210588,523.219601106208,1724.87774310554,205.159903456462,2042.93744075529
