"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
3810.88717545945,2632.72302149076,4989.05132942815,2009.04059219422,5612.73375872468
4140.02545315635,2442.76829782082,5837.28260849188,1544.29463248749,6735.75627382521
4466.86414832609,2409.06112335739,6524.6671732948,1319.72600371129,7614.0022929409
4765.19903402374,2462.67343916071,7067.72462888677,1243.7900164354,8286.60805161207
4726.63556183146,2269.60776116528,7183.66336249763,968.935811160161,8484.33531250276
4523.37855846558,1978.91790140915,7067.83921552201,631.961793046196,8414.79532388497
4032.60401760601,1446.18783185943,6619.02020335259,77.0218082077113,7988.1862270043
3888.63695180732,1287.04866323228,6490.22524038235,-90.1489865028734,7867.4228901175
3898.11870393891,1293.70428581158,6502.53312206624,-84.9894265382227,7881.22683441604
3930.30285247806,1325.87650950157,6534.72919545456,-52.8235154820754,7913.42922043821
3838.57508693537,1232.04345554361,6445.10671832712,-147.771041806864,7824.92121567759
3841.25231437716,1229.18258204254,6453.32204671178,-153.563608856843,7836.06823761116
