"Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
2153.86983763431,1671.2643744556,2636.47530081302,1415.78847438414,2891.95120088447
2228.5150000298,1463.78823565589,2993.2417644037,1058.96634004298,3398.06366001662
2297.23618920575,1357.51936220652,3236.95301620498,860.063323046394,3734.4090553651
2360.50354224244,1294.73342720272,3426.27365728216,730.548808123498,3990.45827636138
2418.74988530295,1256.79837050092,3580.70140010499,641.698393952335,4195.80137665357
2472.37369469413,1234.73996561782,3710.00742377044,579.576244900716,4365.17114448754
2521.74182293238,1223.41141850545,3820.07222735931,536.116818737769,4507.36682712699
2567.19200846414,1219.5553984513,3914.82861847698,506.159670096727,4628.22434683155
2609.03518621036,1220.97854845695,3997.09182396377,486.185749916055,4731.88462250467
2647.5576147421,1226.14165593236,4068.97357355185,473.689499545596,4821.42572993861
2683.02283463969,1233.93353105925,4132.11213822013,466.831990853429,4899.21367842595
2715.67347143294,1243.53619386302,4187.81074900287,464.233793225563,4967.11314964032
2745.73289545691,1254.33959541847,4237.12619549536,464.843672230441,5026.62211868338
2773.40674997848,1265.88510342415,4280.9283965328,467.851349322086,5078.96215063486
2798.88435804808,1277.82662778543,4319.94208831072,472.627303807627,5125.14141228853
2822.34001770121,1289.90305887248,4354.77697652994,478.679935162094,5166.00010024033
2843.93419437042,1301.91823625247,4385.95015248837,485.62429662325,5202.24409211759
2863.81461866531,1313.72609045854,4413.90314687208,493.158790358537,5234.47044697208
2882.11729703084,1325.21943490051,4439.01515916116,501.047491161491,5263.18710290018
2898.96744219791,1336.32139320817,4461.61349118766,509.106543153872,5288.82834124195
2914.4803297918,1346.97876736873,4481.98189221488,517.193563766177,5311.76709581743
2928.76208695855,1357.15685967054,4500.36731424656,525.199307110195,5332.3248668069
2941.91041840461,1366.83539976539,4516.98543704383,533.041050616243,5350.77978619298
2954.01527481668,1376.00532246304,4532.02522717031,540.657313254999,5367.37323637835
2965.15946823452,1384.6662075451,4545.65272892393,548.003614312126,5382.31532215691
2975.41923858672,1392.82423950817,4558.01423766527,555.049053178675,5395.78942399476
2984.86477526517,1400.49057882566,4569.23897170468,561.773542306154,5407.95600822419
2993.56069730643,1407.68006103879,4579.44133357407,568.165563445257,5418.9558311676
3001.56649546506,1414.41015839825,4588.72283253187,574.220345594358,5428.91264533576
3008.93693920324,1420.70015267332,4597.17372573317,579.938384472875,5437.93549393362
3015.72245138097,1426.57047836007,4604.87442440186,585.324239695961,5446.12066306597
3021.9694532101,1432.04220371979,4611.89670270041,590.385558483565,5453.55334793664
3027.72068183237,1437.13662347504,4618.3047401897,595.132284627199,5460.30907903754
3033.01548269369,1441.87494202618,4624.15602336119,599.576019237802,5466.45494614957
3037.89007871522,1446.27803004689,4629.50212738355,603.729506000151,5472.05065143029
3042.3778181025,1450.36624051045,4634.38939569454,607.606218627125,5477.14941757787
3046.50940248798,1454.15927276688,4638.85953220908,611.220032212213,5481.79877276375
3050.31309696784,1457.67607536759,4642.95011856808,614.58496342596,5486.04123050971
3053.81492346977,1460.93478002168,4646.69506691786,617.714967148037,5489.9148797915
3057.0388387749,1463.95266044417,4650.12501710563,620.623779291976,5493.45389825782
3060.00689841146,1466.74611098307,4653.26768583986,623.324797357999,5496.68899946493
3062.73940754165,1469.33064083676,4656.14817424654,625.830991714595,5499.6478233687
3065.25505987375,1471.72088043364,4658.78923931387,628.154841819741,5502.35527792777
3067.57106555004,1473.93059717286,4661.21153392723,630.30829259444,5504.83383850565
3069.7032688852,1475.97271824157,4663.43381952883,632.302726991829,5507.10381077857
3071.66625676083,1477.85935865144,4665.47315487021,634.148951494673,5509.18356202698
3073.4734584176,1479.6018529893,4667.3450638459,635.857191847028,5511.08972498817
3075.1372373277,1481.2107896681,4669.06368498729,637.43709680226,5512.83737785313
3076.66897577609,1482.69604670476,4670.64190484741,638.897748065866,5514.44020348631
3078.07915272931,1484.06682824944,4672.09147720919,640.247674940992,5515.91063051763
3079.37741552444,1485.3317012543,4673.42312979458,641.49487245858,5517.2599585903
3080.57264586865,1486.49863180379,4674.64665993351,642.646822001688,5518.49846973562
